41.0,-6.0,46.0
41.0,-6.0,45.0
41.0,-6.0,46.0
41.0,-6.0,46.0
40.0,-5.0,46.0
41.0,-5.0,46.0
41.0,-6.0,46.0
40.0,-6.0,46.0
41.0,-6.0,46.0
41.0,-6.0,46.0
42.0,-6.0,46.0
39.0,-5.0,46.0
38.0,-4.0,47.0
39.0,-4.0,47.0
38.0,-3.0,46.0
44.0,-7.0,45.0
41.0,-6.0,46.0
42.0,-6.0,45.0
41.0,-6.0,47.0
40.0,-5.0,47.0
40.0,-4.0,46.0
40.0,-4.0,46.0
40.0,-5.0,46.0
41.0,-6.0,46.0
41.0,-6.0,46.0
40.0,-6.0,46.0
40.0,-5.0,46.0
42.0,-5.0,46.0
39.0,-5.0,48.0
46.0,-8.0,45.0
46.0,-7.0,44.0
35.0,-5.0,47.0
40.0,-5.0,46.0
40.0,-5.0,46.0
39.0,-5.0,47.0
42.0,-5.0,46.0
42.0,-5.0,45.0
42.0,-6.0,46.0
40.0,-5.0,47.0
40.0,-5.0,47.0
39.0,-5.0,47.0
39.0,-5.0,47.0
42.0,-5.0,45.0
41.0,-7.0,47.0
42.0,-7.0,46.0
37.0,-5.0,48.0
37.0,-5.0,46.0
44.0,-5.0,46.0
43.0,-5.0,47.0
39.0,-6.0,48.0
35.0,-5.0,49.0
32.0,-3.0,49.0
30.0,-2.0,55.0
41.0,2.0,56.0
46.0,-5.0,46.0
51.0,-6.0,41.0
53.0,-10.0,28.0
57.0,-10.0,33.0
44.0,-7.0,44.0
41.0,-4.0,47.0
38.0,-5.0,46.0
39.0,-6.0,49.0
41.0,-6.0,48.0
35.0,-4.0,48.0
37.0,-5.0,48.0
43.0,-6.0,43.0
46.0,-6.0,45.0
39.0,-5.0,47.0
39.0,-3.0,48.0
40.0,-5.0,47.0
38.0,-5.0,46.0
39.0,-6.0,45.0
44.0,-6.0,45.0
42.0,-5.0,46.0
39.0,-5.0,48.0
39.0,-4.0,48.0
41.0,-5.0,46.0
37.0,-5.0,47.0
40.0,-5.0,45.0
42.0,-5.0,45.0
43.0,-5.0,46.0
40.0,-6.0,47.0
40.0,-6.0,48.0
37.0,-5.0,48.0
37.0,-5.0,47.0
42.0,-3.0,44.0
43.0,-7.0,46.0
43.0,-8.0,46.0
38.0,-5.0,48.0
35.0,-5.0,48.0
38.0,-5.0,46.0
40.0,-5.0,45.0
43.0,-5.0,44.0
42.0,-5.0,46.0
40.0,-6.0,48.0
36.0,-4.0,48.0
37.0,-5.0,47.0
41.0,-5.0,45.0
42.0,-5.0,45.0
43.0,-6.0,46.0
41.0,-6.0,47.0
36.0,-5.0,49.0
36.0,-5.0,48.0
37.0,-5.0,48.0
